citizen_id,age,gender,county,subcounty,ward,occupation,education_level,language_preference,feedback_text,feedback_category,sentiment_score,response_status,service_satisfaction_score,,submission_date
C0533,18,Female,Mombasa,Jomvu,Miritini,Retired,PhD,Swahili,Pension payments are delayed.,Pension,3,Resolved,2,,2/1/2024
C0534,50,Male,Mombasa,Kisauni,Bamburi,Nurse,Primary,Swahili,Retirement benefits are too low.,Pension,1,Unresolved,2,,11/19/2023
C0535,21,Male,Kiambu,Limuru,Ndeiya,Engineer,High School,Swahili,Roads are in poor condition.,Infrastructure,1,Pending,3,,3/5/2024
C0536,32,Female,Mombasa,Kisauni,Bamburi,Engineer,Master's,English,Fares are too high.,Transport,1,Resolved,1,,12/29/2023
C0537,45,Male,Nairobi,Kasarani,Kasarani,Doctor,High School,Swahili,Tax rates for small businesses are too high.,Business,2,Unresolved,3,,2/8/2024
C0538,41,Female,Nairobi,Kasarani,Roysambu,Teacher,Primary,Swahili,Need support for startups.,Business,3,Unresolved,1,,8/23/2024
C0539,44,Female,Kiambu,Limuru,Limuru Central,Business,Master's,Swahili,Need more buses in my area.,Transport,3,Unresolved,2,,1/7/2024
C0540,72,Male,Nairobi,Westlands,Parklands,Engineer,PhD,Swahili,More resources for education needed.,Education,2,Pending,1,,2/1/2024
C0541,72,Female,Nairobi,Kasarani,Mwiki,Engineer,Diploma,English,Retirement benefits are too low.,Pension,2,Resolved,2,,2/3/2024
C0542,50,Male,Mombasa,Kisauni,Junda,Retired,PhD,Swahili,Need support for startups.,Business,1,Resolved,2,,9/9/2024
C0543,19,Male,Mombasa,Kisauni,Junda,Nurse,Primary,English,Need more buses in my area.,Transport,2,Unresolved,2,,11/22/2023
C0544,80,Female,Nairobi,Westlands,Kitisuru,Business,Master's,English,Retirement benefits are too low.,Pension,3,Resolved,1,,2/8/2024
C0545,69,Female,Kiambu,Thika,Kamenu,Engineer,PhD,English,Roads are in poor condition.,Infrastructure,2,Pending,2,,7/7/2024
C0546,44,Female,Kiambu,Thika,Township,Student,High School,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Pending,1,,7/20/2024
C0547,28,Female,Mombasa,Jomvu,Mikindani,Engineer,Bachelor's,English,Fares are too high.,Transport,1,Unresolved,2,,12/21/2023
C0548,34,Female,Nairobi,Langata,Karen,Nurse,Primary,Swahili,Schools lack sufficient teachers.,Education,3,Unresolved,2,,10/1/2023
C0549,39,Female,Kisumu,Seme,Central Seme,Engineer,Primary,English,Roads are in poor condition.,Infrastructure,3,Resolved,3,,11/18/2023
C0550,34,Female,Kiambu,Thika,Kiganjo,Retired,Primary,English,More resources for education needed.,Education,2,Pending,3,,12/3/2023
C0551,53,Male,Kiambu,Limuru,Ndeiya,Student,High School,Swahili,Need support for startups.,Business,3,Unresolved,2,,12/16/2023
C0552,21,Female,Kiambu,Ruiru,Mugutha,Teacher,Master's,Swahili,Schools lack sufficient teachers.,Education,2,Pending,2,,8/6/2024
C0553,23,Female,Kisumu,Kisumu Central,Railways,Engineer,Diploma,Swahili,The curriculum is outdated.,Education,2,Unresolved,1,,6/30/2024
C0554,31,Female,Nairobi,Kasarani,Roysambu,Teacher,High School,English,More resources for education needed.,Education,3,Pending,1,,7/19/2024
C0555,50,Male,Mombasa,Jomvu,Mikindani,Engineer,PhD,Swahili,Water supply is inconsistent.,Infrastructure,2,Resolved,1,,9/8/2024
C0556,41,Female,Nairobi,Langata,Nyayo Highrise,Student,High School,Swahili,Schools lack sufficient teachers.,Education,1,Pending,2,,12/19/2023
C0557,35,Male,Mombasa,Kisauni,Bamburi,Student,Diploma,English,Medication is unavailable in hospitals.,Healthcare,1,Resolved,3,,7/9/2024
C0558,75,Male,Kiambu,Ruiru,Mwiki,Doctor,Master's,Swahili,More resources for education needed.,Education,3,Unresolved,1,,2/12/2024
C0559,26,Male,Mombasa,Jomvu,Mikindani,Business,Master's,Swahili,Schools lack sufficient teachers.,Education,1,Resolved,2,,10/5/2023
C0560,68,Female,Nairobi,Kasarani,Kasarani,Doctor,Primary,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,2,,12/7/2023
C0561,77,Male,Mombasa,Jomvu,Miritini,Retired,Master's,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Pending,2,,11/5/2023
C0562,22,Female,Mombasa,Jomvu,Mikindani,Engineer,Diploma,Swahili,Schools lack sufficient teachers.,Education,3,Unresolved,3,,11/22/2023
C0563,24,Female,Mombasa,Kisauni,Mjambere,Engineer,High School,Swahili,Fares are too high.,Transport,3,Unresolved,1,,4/27/2024
C0564,49,Male,Nairobi,Westlands,Kitisuru,Nurse,PhD,English,Need more buses in my area.,Transport,2,Pending,3,,2/4/2024
C0565,79,Male,Mombasa,Jomvu,Miritini,Retired,High School,English,Retirement benefits are too low.,Pension,1,Unresolved,3,,9/6/2024
C0566,43,Female,Kisumu,Nyando,Onjiko,Business,Diploma,Swahili,Pension payments are delayed.,Pension,3,Pending,2,,4/2/2024
C0567,80,Male,Mombasa,Jomvu,Mikindani,Teacher,PhD,English,Retirement benefits are too low.,Pension,1,Resolved,2,,12/25/2023
C0568,25,Male,Mombasa,Kisauni,Mjambere,Student,Bachelor's,English,Medication is unavailable in hospitals.,Healthcare,1,Pending,2,,1/23/2024
C0569,56,Male,Kisumu,Kisumu Central,Railways,Nurse,Master's,Swahili,Schools lack sufficient teachers.,Education,1,Resolved,1,,10/3/2023
C0570,48,Female,Kiambu,Ruiru,Mugutha,Retired,Master's,English,Healthcare facilities are understaffed.,Healthcare,2,Pending,2,,2/22/2024
C0571,46,Female,Kisumu,Seme,North Seme,Engineer,PhD,English,Licensing process is too slow.,Business,2,Pending,2,,9/7/2024
C0572,30,Female,Kisumu,Nyando,Onjiko,Business,Master's,Swahili,More resources for education needed.,Education,1,Resolved,1,,4/9/2024
C0573,32,Male,Mombasa,Jomvu,Jomvu Kuu,Business,Primary,English,Roads are in poor condition.,Infrastructure,3,Resolved,2,,3/13/2024
C0574,61,Male,Mombasa,Kisauni,Mjambere,Business,Diploma,English,More benefits for the elderly needed.,Pension,1,Unresolved,3,,12/13/2023
C0575,58,Male,Kisumu,Seme,Central Seme,Doctor,PhD,English,More resources for education needed.,Education,2,Pending,2,,9/7/2024
C0576,30,Male,Kisumu,Kisumu Central,Market Milimani,Engineer,Bachelor's,Swahili,Lack of medical equipment.,Healthcare,3,Pending,1,,9/3/2024
C0577,42,Female,Mombasa,Changamwe,Chaani,Engineer,Primary,English,Water supply is inconsistent.,Infrastructure,3,Unresolved,2,,8/31/2024
C0578,78,Female,Mombasa,Kisauni,Junda,Teacher,Master's,English,Schools lack sufficient teachers.,Education,3,Resolved,1,,2/16/2024
C0579,31,Male,Nairobi,Kasarani,Roysambu,Nurse,Diploma,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,2,,9/18/2023
C0580,50,Male,Kiambu,Thika,Kamenu,Business,High School,English,The curriculum is outdated.,Education,3,Unresolved,1,,3/19/2024
C0581,80,Female,Kiambu,Thika,Kamenu,Doctor,PhD,English,Need support for startups.,Business,3,Resolved,1,,12/8/2023
C0582,76,Female,Mombasa,Changamwe,Chaani,Retired,High School,Swahili,More benefits for the elderly needed.,Pension,1,Pending,2,,7/22/2024
C0583,25,Male,Kiambu,Thika,Kamenu,Retired,High School,Swahili,Schools lack sufficient teachers.,Education,2,Unresolved,3,,9/12/2024
C0584,39,Female,Kiambu,Thika,Kamenu,Retired,Bachelor's,Swahili,Schools lack sufficient teachers.,Education,1,Resolved,3,,12/16/2023
C0585,59,Male,Kisumu,Kisumu Central,Market Milimani,Student,High School,Swahili,Fares are too high.,Transport,3,Unresolved,3,,4/26/2024
C0586,61,Female,Kiambu,Limuru,Limuru Central,Teacher,Primary,English,Retirement benefits are too low.,Pension,2,Resolved,1,,4/14/2024
C0587,61,Female,Kiambu,Ruiru,Mwiki,Engineer,High School,Swahili,Public facilities need maintenance.,Infrastructure,2,Resolved,2,,4/19/2024
C0588,66,Female,Mombasa,Kisauni,Bamburi,Student,Diploma,English,More resources for education needed.,Education,2,Unresolved,1,,1/26/2024
C0589,57,Female,Kisumu,Kisumu Central,Migosi,Retired,Primary,English,Schools lack sufficient teachers.,Education,2,Pending,3,,2/6/2024
C0590,48,Male,Kiambu,Thika,Kamenu,Nurse,Bachelor's,English,Need more buses in my area.,Transport,1,Pending,1,,7/17/2024
C0591,67,Male,Nairobi,Langata,Karen,Doctor,Primary,Swahili,Water supply is inconsistent.,Infrastructure,1,Resolved,1,,3/6/2024
C0592,27,Male,Kiambu,Limuru,Limuru Central,Student,Diploma,English,Pension payments are delayed.,Pension,3,Unresolved,3,,4/24/2024
C0593,30,Female,Kiambu,Thika,Kiganjo,Retired,Bachelor's,English,Public facilities need maintenance.,Infrastructure,1,Resolved,1,,2/13/2024
C0594,22,Female,Kisumu,Kisumu Central,Railways,Nurse,Primary,Swahili,More resources for education needed.,Education,3,Unresolved,3,,6/24/2024
C0595,37,Female,Nairobi,Langata,Nyayo Highrise,Student,Diploma,English,Public transport is unreliable.,Transport,3,Pending,2,,5/29/2024
C0596,18,Male,Kisumu,Nyando,Onjiko,Nurse,Primary,English,Lack of medical equipment.,Healthcare,1,Pending,3,,6/29/2024
C0597,27,Male,Kisumu,Kisumu Central,Market Milimani,Business,Diploma,Swahili,Pension payments are delayed.,Pension,2,Resolved,3,,10/14/2023
C0598,42,Male,Nairobi,Kasarani,Mwiki,Nurse,Diploma,Swahili,Pension payments are delayed.,Pension,2,Unresolved,3,,1/15/2024
C0599,58,Male,Kiambu,Limuru,Ndeiya,Teacher,High School,Swahili,Need support for startups.,Business,3,Unresolved,3,,10/6/2023
C0600,34,Male,Nairobi,Langata,Mugumu-ini,Business,Master's,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Unresolved,2,,10/30/2023
C0601,39,Male,Nairobi,Westlands,Parklands,Doctor,Primary,Swahili,More resources for education needed.,Education,3,Unresolved,3,,4/29/2024
C0602,71,Female,Nairobi,Langata,Karen,Student,Primary,Swahili,Public transport is unreliable.,Transport,2,Unresolved,1,,1/1/2024
C0603,75,Female,Nairobi,Westlands,Kitisuru,Teacher,High School,Swahili,More resources for education needed.,Education,3,Pending,2,,12/3/2023
C0604,56,Male,Kiambu,Ruiru,Mwiki,Doctor,Primary,English,Licensing process is too slow.,Business,1,Resolved,2,,10/22/2023
C0605,37,Female,Kisumu,Seme,East Seme,Business,PhD,English,Need support for startups.,Business,1,Pending,2,,5/28/2024
C0606,29,Male,Nairobi,Langata,Karen,Engineer,High School,Swahili,More resources for education needed.,Education,1,Unresolved,1,,6/3/2024
C0607,66,Male,Kisumu,Nyando,Onjiko,Nurse,Diploma,Swahili,Need more buses in my area.,Transport,2,Resolved,1,,3/21/2024
C0608,64,Male,Mombasa,Kisauni,Bamburi,Student,Master's,Swahili,Pension payments are delayed.,Pension,1,Unresolved,3,,6/6/2024
C0609,75,Female,Nairobi,Kasarani,Mwiki,Teacher,High School,English,Licensing process is too slow.,Business,1,Pending,2,,8/5/2024
C0610,77,Male,Nairobi,Langata,Mugumu-ini,Doctor,Primary,Swahili,Public facilities need maintenance.,Infrastructure,2,Unresolved,2,,5/23/2024
C0611,74,Male,Kiambu,Limuru,Bibirioni,Student,PhD,Swahili,Licensing process is too slow.,Business,2,Unresolved,3,,11/30/2023
C0612,60,Male,Kisumu,Kisumu Central,Migosi,Retired,Diploma,English,Public transport is unreliable.,Transport,2,Unresolved,2,,10/17/2023
C0613,64,Male,Nairobi,Westlands,Kangemi,Retired,PhD,English,Medication is unavailable in hospitals.,Healthcare,1,Resolved,1,,7/31/2024
C0614,54,Female,Nairobi,Westlands,Kangemi,Student,Primary,English,Need support for startups.,Business,3,Resolved,1,,4/23/2024
C0615,34,Male,Nairobi,Kasarani,Roysambu,Business,Diploma,Swahili,Tax rates for small businesses are too high.,Business,3,Pending,1,,11/13/2023
C0616,65,Female,Kiambu,Ruiru,Gitothua,Doctor,Bachelor's,English,Need more buses in my area.,Transport,1,Resolved,1,,4/2/2024
C0617,45,Female,Nairobi,Langata,Nyayo Highrise,Business,Primary,English,Public transport is unreliable.,Transport,1,Pending,2,,12/13/2023
C0618,22,Male,Nairobi,Westlands,Parklands,Engineer,Bachelor's,Swahili,Water supply is inconsistent.,Infrastructure,1,Pending,1,,11/13/2023
C0619,72,Female,Kiambu,Ruiru,Gitothua,Nurse,Master's,Swahili,Lack of medical equipment.,Healthcare,3,Resolved,2,,9/24/2023
C0620,36,Male,Kisumu,Kisumu Central,Migosi,Teacher,Diploma,English,More benefits for the elderly needed.,Pension,3,Resolved,2,,5/14/2024
C0621,19,Female,Mombasa,Kisauni,Bamburi,Nurse,Diploma,Swahili,Public transport is unreliable.,Transport,2,Pending,3,,10/31/2023
C0622,62,Male,Kisumu,Seme,East Seme,Teacher,Diploma,English,Licensing process is too slow.,Business,3,Pending,2,,3/7/2024
C0623,42,Male,Kiambu,Thika,Kamenu,Nurse,Bachelor's,Swahili,Public facilities need maintenance.,Infrastructure,3,Unresolved,1,,6/7/2024
C0624,66,Male,Kisumu,Kisumu Central,Migosi,Teacher,Master's,English,More benefits for the elderly needed.,Pension,3,Pending,3,,10/30/2023
C0625,78,Female,Mombasa,Jomvu,Miritini,Nurse,Master's,English,Healthcare facilities are understaffed.,Healthcare,3,Pending,2,,8/29/2024
C0626,30,Male,Kisumu,Seme,North Seme,Nurse,Master's,English,Water supply is inconsistent.,Infrastructure,2,Unresolved,1,,1/28/2024
C0627,54,Male,Nairobi,Kasarani,Mwiki,Nurse,Bachelor's,English,Public facilities need maintenance.,Infrastructure,1,Pending,1,,4/17/2024
C0628,30,Female,Mombasa,Kisauni,Bamburi,Student,PhD,English,Schools lack sufficient teachers.,Education,2,Pending,2,,10/5/2023
C0629,77,Female,Kisumu,Nyando,Ahero,Engineer,PhD,English,More resources for education needed.,Education,2,Unresolved,1,,9/8/2024
C0630,38,Female,Mombasa,Kisauni,Mjambere,Nurse,Bachelor's,Swahili,Roads are in poor condition.,Infrastructure,2,Resolved,3,,6/6/2024
C0631,67,Male,Nairobi,Westlands,Kitisuru,Nurse,PhD,Swahili,Roads are in poor condition.,Infrastructure,3,Pending,3,,1/8/2024
C0632,48,Male,Kisumu,Kisumu Central,Railways,Engineer,High School,English,Roads are in poor condition.,Infrastructure,2,Resolved,1,,12/4/2023
C0633,63,Female,Mombasa,Changamwe,Kipevu,Teacher,High School,English,More benefits for the elderly needed.,Pension,1,Resolved,1,,4/15/2024
C0634,40,Female,Mombasa,Jomvu,Mikindani,Doctor,Primary,Swahili,More benefits for the elderly needed.,Pension,2,Unresolved,3,,10/9/2023
C0635,65,Male,Kisumu,Kisumu Central,Railways,Doctor,PhD,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,1,,9/29/2023
C0636,34,Female,Nairobi,Langata,Karen,Nurse,Master's,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Resolved,3,,2/11/2024
C0637,78,Male,Kisumu,Seme,North Seme,Business,Master's,Swahili,Need more buses in my area.,Transport,3,Unresolved,2,,5/6/2024
C0638,73,Female,Nairobi,Westlands,Kangemi,Student,Bachelor's,English,Roads are in poor condition.,Infrastructure,3,Unresolved,2,,6/27/2024
C0639,79,Female,Kisumu,Kisumu Central,Railways,Nurse,High School,Swahili,Retirement benefits are too low.,Pension,1,Resolved,3,,1/16/2024
C0640,70,Male,Kiambu,Thika,Kiganjo,Nurse,Master's,English,Retirement benefits are too low.,Pension,3,Resolved,1,,12/8/2023
C0641,27,Female,Kisumu,Kisumu Central,Railways,Teacher,PhD,English,Pension payments are delayed.,Pension,3,Pending,1,,10/11/2023
C0642,50,Female,Mombasa,Changamwe,Port Reitz,Student,Bachelor's,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Resolved,2,,6/9/2024
C0643,76,Male,Kisumu,Kisumu Central,Market Milimani,Retired,PhD,English,Fares are too high.,Transport,2,Resolved,1,,3/1/2024
C0644,75,Male,Mombasa,Changamwe,Port Reitz,Business,Master's,English,Need support for startups.,Business,2,Unresolved,3,,5/3/2024
C0645,21,Male,Kisumu,Nyando,Onjiko,Teacher,Primary,Swahili,Tax rates for small businesses are too high.,Business,2,Unresolved,2,,11/8/2023
C0646,66,Female,Mombasa,Kisauni,Mjambere,Teacher,Master's,Swahili,More benefits for the elderly needed.,Pension,2,Pending,2,,4/7/2024
C0647,31,Female,Kisumu,Nyando,Kobura,Retired,Diploma,Swahili,Licensing process is too slow.,Business,2,Pending,1,,10/15/2023
C0648,80,Female,Mombasa,Changamwe,Port Reitz,Nurse,Diploma,Swahili,Public facilities need maintenance.,Infrastructure,1,Pending,1,,11/26/2023
C0649,77,Male,Mombasa,Jomvu,Mikindani,Teacher,PhD,Swahili,Fares are too high.,Transport,2,Pending,1,,8/25/2024
C0650,61,Female,Kiambu,Thika,Kiganjo,Business,Bachelor's,English,More resources for education needed.,Education,3,Resolved,2,,4/18/2024
C0651,47,Male,Kisumu,Seme,Central Seme,Teacher,Bachelor's,Swahili,Licensing process is too slow.,Business,2,Unresolved,3,,10/31/2023
C0652,38,Male,Kisumu,Kisumu Central,Railways,Student,Bachelor's,Swahili,Need support for startups.,Business,3,Pending,3,,1/1/2024
C0653,73,Female,Mombasa,Changamwe,Port Reitz,Engineer,High School,English,Lack of medical equipment.,Healthcare,2,Unresolved,3,,10/17/2023
C0654,35,Male,Mombasa,Changamwe,Port Reitz,Student,PhD,Swahili,Fares are too high.,Transport,1,Resolved,1,,7/7/2024
C0655,50,Female,Nairobi,Westlands,Kitisuru,Business,Primary,English,More resources for education needed.,Education,2,Pending,1,,11/25/2023
C0656,30,Male,Nairobi,Westlands,Kangemi,Student,High School,Swahili,Schools lack sufficient teachers.,Education,1,Pending,3,,2/21/2024
C0657,45,Female,Kiambu,Ruiru,Mwiki,Engineer,Bachelor's,English,Retirement benefits are too low.,Pension,2,Unresolved,3,,9/16/2023
C0658,24,Male,Kiambu,Ruiru,Gitothua,Business,Diploma,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,1,,6/14/2024
C0659,70,Male,Kiambu,Thika,Kamenu,Engineer,Primary,Swahili,Retirement benefits are too low.,Pension,3,Resolved,3,,10/21/2023
C0660,33,Female,Kiambu,Ruiru,Gitothua,Doctor,Master's,English,Lack of medical equipment.,Healthcare,2,Unresolved,3,,3/3/2024
C0661,77,Female,Mombasa,Jomvu,Jomvu Kuu,Teacher,Bachelor's,Swahili,Water supply is inconsistent.,Infrastructure,3,Pending,2,,7/28/2024
C0662,55,Female,Kisumu,Seme,East Seme,Teacher,Master's,Swahili,Need support for startups.,Business,2,Unresolved,1,,7/18/2024
C0663,67,Female,Kiambu,Ruiru,Mwiki,Student,Diploma,English,Need support for startups.,Business,1,Unresolved,3,,2/11/2024
C0664,55,Male,Kiambu,Thika,Township,Doctor,Diploma,Swahili,Retirement benefits are too low.,Pension,1,Pending,2,,11/18/2023
C0665,21,Female,Kiambu,Thika,Township,Teacher,Diploma,English,The curriculum is outdated.,Education,3,Pending,2,,3/9/2024
C0666,36,Female,Mombasa,Changamwe,Chaani,Engineer,Primary,Swahili,Public facilities need maintenance.,Infrastructure,1,Resolved,1,,3/18/2024
C0667,68,Male,Kiambu,Thika,Kamenu,Nurse,Diploma,Swahili,Licensing process is too slow.,Business,3,Resolved,3,,4/5/2024
C0668,46,Male,Kisumu,Seme,North Seme,Retired,Diploma,Swahili,Water supply is inconsistent.,Infrastructure,3,Unresolved,2,,12/9/2023
C0669,28,Male,Kiambu,Limuru,Limuru Central,Business,Bachelor's,Swahili,The curriculum is outdated.,Education,2,Pending,2,,2/25/2024
C0670,55,Female,Kiambu,Ruiru,Gitothua,Nurse,Primary,Swahili,Public transport is unreliable.,Transport,1,Resolved,3,,3/6/2024
C0671,73,Female,Kiambu,Limuru,Ndeiya,Teacher,Diploma,Swahili,Schools lack sufficient teachers.,Education,3,Unresolved,2,,4/19/2024
C0672,50,Male,Nairobi,Kasarani,Kasarani,Engineer,Diploma,English,Fares are too high.,Transport,3,Pending,3,,7/13/2024
C0673,64,Male,Kisumu,Seme,East Seme,Nurse,Master's,English,Fares are too high.,Transport,2,Pending,1,,7/27/2024
C0674,51,Male,Nairobi,Westlands,Parklands,Teacher,High School,Swahili,Fares are too high.,Transport,3,Unresolved,2,,12/19/2023
C0675,29,Female,Kiambu,Limuru,Ndeiya,Engineer,Bachelor's,English,More resources for education needed.,Education,1,Unresolved,3,,11/5/2023
C0676,35,Female,Nairobi,Kasarani,Mwiki,Student,PhD,English,Licensing process is too slow.,Business,3,Pending,3,,2/15/2024
C0677,66,Male,Kiambu,Ruiru,Gitothua,Teacher,Primary,Swahili,The curriculum is outdated.,Education,1,Unresolved,3,,11/7/2023
C0678,26,Male,Mombasa,Changamwe,Chaani,Student,PhD,Swahili,More benefits for the elderly needed.,Pension,2,Resolved,1,,3/6/2024
C0679,23,Female,Mombasa,Jomvu,Jomvu Kuu,Doctor,High School,Swahili,The curriculum is outdated.,Education,1,Pending,1,,4/23/2024
C0680,68,Male,Kiambu,Limuru,Limuru Central,Business,Diploma,English,Need more buses in my area.,Transport,2,Pending,3,,2/5/2024
C0681,75,Male,Nairobi,Langata,Karen,Doctor,Master's,English,Pension payments are delayed.,Pension,2,Pending,2,,10/20/2023
C0682,22,Female,Mombasa,Kisauni,Mjambere,Retired,Bachelor's,Swahili,Retirement benefits are too low.,Pension,3,Pending,2,,5/26/2024
C0683,80,Male,Kiambu,Limuru,Limuru Central,Doctor,Bachelor's,Swahili,Licensing process is too slow.,Business,3,Pending,2,,9/19/2023
C0684,40,Male,Nairobi,Westlands,Parklands,Engineer,Bachelor's,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Pending,1,,1/22/2024
C0685,57,Male,Mombasa,Jomvu,Mikindani,Doctor,PhD,Swahili,Roads are in poor condition.,Infrastructure,3,Pending,2,,1/13/2024
C0686,25,Female,Kiambu,Ruiru,Gitothua,Retired,Primary,Swahili,Public facilities need maintenance.,Infrastructure,3,Unresolved,3,,7/12/2024
C0687,73,Male,Nairobi,Westlands,Kangemi,Retired,Primary,English,Schools lack sufficient teachers.,Education,3,Pending,2,,7/11/2024
C0688,31,Male,Nairobi,Kasarani,Kasarani,Teacher,Primary,English,More resources for education needed.,Education,1,Resolved,3,,7/12/2024
C0689,41,Female,Kisumu,Nyando,Ahero,Engineer,High School,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Resolved,1,,1/12/2024
C0690,73,Male,Mombasa,Jomvu,Mikindani,Retired,PhD,Swahili,Water supply is inconsistent.,Infrastructure,3,Unresolved,3,,10/25/2023
C0691,61,Male,Kisumu,Seme,North Seme,Student,Bachelor's,English,Licensing process is too slow.,Business,1,Resolved,1,,2/7/2024
C0692,74,Female,Kiambu,Limuru,Bibirioni,Retired,Bachelor's,English,More resources for education needed.,Education,1,Resolved,3,,1/24/2024
C0693,41,Female,Kisumu,Nyando,Onjiko,Doctor,PhD,Swahili,Schools lack sufficient teachers.,Education,2,Pending,1,,3/16/2024
C0694,77,Male,Nairobi,Langata,Nyayo Highrise,Teacher,Bachelor's,English,Need more buses in my area.,Transport,1,Resolved,1,,6/10/2024
C0695,58,Male,Kiambu,Ruiru,Gitothua,Business,PhD,Swahili,Roads are in poor condition.,Infrastructure,1,Pending,1,,9/11/2024
C0696,64,Male,Kisumu,Kisumu Central,Migosi,Business,Diploma,English,Need support for startups.,Business,2,Pending,2,,5/27/2024
C0697,18,Male,Nairobi,Westlands,Kangemi,Student,Diploma,English,Fares are too high.,Transport,2,Resolved,2,,12/28/2023
C0698,55,Male,Kiambu,Ruiru,Mwiki,Teacher,Primary,English,Pension payments are delayed.,Pension,2,Pending,2,,2/19/2024
C0699,25,Female,Kiambu,Limuru,Ndeiya,Business,Master's,English,More resources for education needed.,Education,2,Resolved,3,,8/16/2024
C0700,29,Male,Kiambu,Thika,Kamenu,Engineer,PhD,English,Public transport is unreliable.,Transport,3,Unresolved,1,,8/2/2024
C0701,59,Male,Kisumu,Nyando,Ahero,Doctor,PhD,Swahili,Public facilities need maintenance.,Infrastructure,1,Pending,3,,4/30/2024
C0702,29,Female,Mombasa,Changamwe,Port Reitz,Teacher,PhD,English,Retirement benefits are too low.,Pension,2,Unresolved,3,,8/3/2024
C0703,58,Female,Kisumu,Kisumu Central,Railways,Nurse,Primary,English,Public facilities need maintenance.,Infrastructure,1,Pending,3,,8/5/2024
C0704,50,Female,Kisumu,Kisumu Central,Migosi,Business,Bachelor's,Swahili,Schools lack sufficient teachers.,Education,1,Resolved,1,,8/24/2024
C0705,75,Male,Nairobi,Kasarani,Mwiki,Business,Bachelor's,Swahili,Need more buses in my area.,Transport,2,Resolved,2,,5/6/2024
C0706,76,Female,Mombasa,Changamwe,Port Reitz,Teacher,Master's,English,Water supply is inconsistent.,Infrastructure,1,Unresolved,3,,10/23/2023
C0707,64,Male,Mombasa,Jomvu,Miritini,Engineer,Primary,English,Need support for startups.,Business,2,Unresolved,3,,9/16/2023
C0708,55,Male,Nairobi,Kasarani,Kasarani,Student,Bachelor's,English,Public transport is unreliable.,Transport,3,Unresolved,1,,1/15/2024
C0709,41,Male,Kiambu,Thika,Kiganjo,Student,Bachelor's,English,Public facilities need maintenance.,Infrastructure,2,Resolved,1,,9/27/2023
C0710,33,Male,Kiambu,Limuru,Ndeiya,Engineer,PhD,English,Schools lack sufficient teachers.,Education,1,Unresolved,1,,6/29/2024
C0711,56,Male,Mombasa,Changamwe,Port Reitz,Nurse,PhD,English,Need more buses in my area.,Transport,3,Unresolved,1,,12/21/2023
C0712,73,Female,Kiambu,Limuru,Bibirioni,Doctor,Master's,English,Licensing process is too slow.,Business,3,Unresolved,2,,3/17/2024
C0713,27,Female,Kiambu,Limuru,Limuru Central,Teacher,High School,English,Retirement benefits are too low.,Pension,3,Pending,1,,8/20/2024
C0714,47,Male,Mombasa,Kisauni,Mjambere,Retired,Primary,Swahili,Pension payments are delayed.,Pension,1,Unresolved,2,,12/20/2023
C0715,61,Male,Kisumu,Seme,North Seme,Doctor,PhD,Swahili,Lack of medical equipment.,Healthcare,3,Resolved,1,,3/4/2024
C0716,40,Male,Kisumu,Nyando,Ahero,Student,Master's,Swahili,More benefits for the elderly needed.,Pension,1,Resolved,2,,10/22/2023
C0717,30,Male,Kisumu,Seme,North Seme,Retired,PhD,Swahili,Retirement benefits are too low.,Pension,1,Pending,1,,3/15/2024
C0718,54,Male,Nairobi,Kasarani,Roysambu,Nurse,High School,English,Retirement benefits are too low.,Pension,3,Pending,3,,9/19/2023
C0719,51,Female,Kiambu,Limuru,Bibirioni,Business,PhD,English,Tax rates for small businesses are too high.,Business,3,Pending,3,,6/20/2024
C0720,67,Female,Nairobi,Westlands,Kangemi,Retired,High School,English,Need more buses in my area.,Transport,2,Resolved,1,,9/11/2024
C0721,27,Female,Kiambu,Ruiru,Mwiki,Teacher,Diploma,English,Healthcare facilities are understaffed.,Healthcare,2,Resolved,1,,11/3/2023
C0722,54,Male,Nairobi,Westlands,Kitisuru,Engineer,Diploma,Swahili,Water supply is inconsistent.,Infrastructure,2,Pending,1,,6/8/2024
C0723,69,Male,Kisumu,Nyando,Onjiko,Teacher,Diploma,Swahili,Healthcare facilities are understaffed.,Healthcare,2,Resolved,3,,12/7/2023
C0724,68,Male,Kisumu,Seme,North Seme,Retired,High School,English,Tax rates for small businesses are too high.,Business,3,Pending,1,,6/25/2024
C0725,74,Female,Nairobi,Kasarani,Mwiki,Engineer,Master's,English,Public transport is unreliable.,Transport,2,Unresolved,3,,9/21/2023
C0726,52,Female,Kiambu,Limuru,Ndeiya,Teacher,Diploma,English,Tax rates for small businesses are too high.,Business,1,Unresolved,1,,6/7/2024
